('35867', ['italian'])
('13270', ['italian'])
('20076', [])
('29722', ['indian'])
('15709', ['southern_us'])
('5016', ['japanese'])
('8731', ['italian'])
('30015', [])
('21308', [])
('23416', [])
('20082', ['mexican'])
('48827', ['thai'])
('4112', ['italian'])
('8231', ['southern_us'])
('36192', [])
('29023', ['vietnamese'])
('32915', ['italian'])
('40215', ['mexican'])
('10201', ['southern_us'])
('10602', ['southern_us'])
('44334', [])
('43438', ['brazilian'])
('45966', [])
('23924', ['chinese'])
('25529', ['italian'])
('5063', ['southern_us'])
('15762', [])
('21629', ['chinese'])
('25132', ['mexican'])
('14011', [])
('28073', [])
('27590', ['mexican'])
('7347', ['italian'])
('47297', ['mexican'])
('18509', ['southern_us'])
('22485', [])
('48490', ['mexican'])
('23823', ['spanish'])
('48301', ['italian'])
('9917', ['french'])
('11588', [])
('8610', ['mexican'])
('31140', ['japanese', 'korean'])
('20984', ['korean'])
('48741', ['southern_us'])
('10942', [])
('35908', [])
('3205', ['italian'])
('29250', [])
('10448', ['italian'])
('25050', ['mexican'])
('48634', ['italian'])
('41629', ['chinese'])
('489', ['mexican'])
('13125', ['southern_us'])
('29057', ['mexican'])
('5051', ['italian'])
('34063', [])
('23435', [])
('10483', ['southern_us'])
('30846', ['british'])
('19249', [])
('30500', ['cajun_creole'])
('48322', ['korean'])
('41939', ['moroccan'])
('20389', ['french'])
('46206', ['indian'])
('36146', [])
('32994', [])
('42828', ['brazilian'])
('14826', ['italian'])
('24743', [])
('3090', ['vietnamese'])
('25666', ['jamaican'])
('10202', ['italian'])
('12878', ['southern_us'])
('21696', ['italian'])
('46119', ['japanese'])
('5255', ['mexican', 'brazilian'])
('4616', [])
('24331', ['french'])
('38576', ['italian'])
('27450', [])
('17675', ['thai'])
('14564', ['italian'])
('3969', ['indian'])
('23525', ['mexican'])
('10309', ['thai'])
('16807', ['indian'])
('19678', [])
('44430', ['italian'])
('24261', ['chinese'])
('35181', ['southern_us'])
('30512', ['italian'])
('32871', ['thai'])
('20640', ['chinese'])
('10096', ['southern_us'])
('46440', ['french'])
('36239', ['italian', 'french'])
('13514', ['southern_us'])
('35596', ['thai'])
('33629', [])
('28737', ['chinese'])
('11583', ['italian'])
('45456', [])
('39670', [])
('32700', ['southern_us'])
('17617', [])
('47965', ['southern_us'])
('49103', ['italian'])
('579', ['southern_us'])
('37733', ['southern_us'])
('46746', ['french'])
('34970', ['italian'])
('32028', ['french'])
('43549', ['southern_us'])
('8944', ['mexican'])
('31147', ['mexican'])
('9968', ['thai'])
('14429', ['cajun_creole'])
('10879', ['japanese'])
('48955', ['southern_us'])
('45159', ['french'])
('47948', ['southern_us'])
('5929', ['mexican'])
('12777', ['mexican'])
('17408', ['spanish'])
('8988', ['mexican'])
('10399', ['chinese'])
('7861', ['indian'])
('46086', ['indian'])
('9758', ['mexican'])
('10882', ['japanese'])
('41525', ['mexican'])
('21677', ['chinese'])
('42245', ['italian'])
('12059', ['mexican'])
('26264', ['southern_us'])
('16676', ['moroccan'])
('26443', ['mexican'])
('11454', ['mexican'])
('16954', ['mexican'])
('10197', ['irish'])
('25267', [])
('38764', ['southern_us'])
('40901', ['mexican'])
('23018', ['cajun_creole'])
('26640', [])
('32918', ['italian'])
('5545', ['chinese'])
('22637', ['jamaican'])
('18540', ['italian'])
('27888', [])
('1063', ['indian'])
('18193', [])
('14084', [])
('33824', ['italian'])
('37605', ['italian'])
('35777', [])
('8704', ['mexican'])
('18485', [])
('22383', [])
('5076', [])
('12274', [])
('14644', ['mexican'])
('42332', [])
('28523', [])
('28143', ['southern_us'])
('30068', ['mexican'])
('47091', ['southern_us', 'jamaican'])
('20418', ['southern_us'])
('16906', ['southern_us'])
('45224', [])
('10030', ['thai'])
('40142', ['thai'])
('5176', ['italian'])
('26636', ['italian'])
('1960', ['indian', 'moroccan'])
('23471', [])
('12676', ['chinese'])
('36191', ['mexican'])
('38476', [])
('14780', ['mexican'])
('30309', ['french'])
('26665', [])
('8816', [])
('38311', ['thai'])
('21028', ['indian'])
('29095', ['cajun_creole'])
('21591', ['chinese'])
('26797', ['greek'])
('37197', [])
('25815', ['southern_us'])
('39317', [])
('15647', ['italian'])
('45026', ['vietnamese'])
('12750', ['filipino'])
('36812', ['italian'])
('31649', ['italian'])
('37652', ['chinese'])
('46371', ['mexican'])
('39817', ['chinese'])
('36747', ['southern_us'])
('16379', [])
('48525', ['mexican'])
('24586', [])
('3987', [])
('4961', ['italian'])
('36851', ['mexican'])
('37436', ['mexican'])
('27863', ['indian'])
('20138', [])
('15957', [])
('37811', ['italian'])
('17155', ['italian'])
('8277', [])
('39666', ['italian'])
('31949', ['french'])
('6369', ['southern_us'])
('44632', ['korean'])
('41220', [])
('13033', [])
('17656', ['filipino'])
('25901', [])
('52', ['chinese'])
('36653', ['italian'])
('26502', ['cajun_creole'])
('36307', ['jamaican'])
('3554', ['korean'])
('19048', ['southern_us'])
('6735', ['mexican'])
('30883', [])
('9336', ['thai'])
('44971', ['mexican'])
('36194', [])
('20002', ['french'])
('43617', ['chinese'])
('5928', ['southern_us'])
('25198', [])
('32381', [])
('42759', ['italian'])
('44340', [])
('31901', ['chinese'])
('25518', ['italian'])
('11949', ['mexican'])
('44176', ['southern_us'])
('32697', ['indian'])
('38534', ['greek'])
('31709', ['thai'])
('20383', ['chinese'])
('47658', ['indian'])
('4811', ['chinese'])
('10732', ['mexican'])
('29682', ['mexican', 'filipino'])
('22499', ['mexican'])
('12681', ['mexican'])
('22683', ['mexican'])
('19846', ['greek'])
('43403', [])
('40902', ['cajun_creole'])
('8749', ['southern_us'])
('5311', ['italian'])
('42846', ['indian'])
('41067', ['mexican'])
('11422', ['indian'])
('37462', ['italian'])
('16396', ['korean'])
('2524', ['mexican'])
('26385', ['italian'])
('26466', ['chinese'])
('27083', ['italian'])
('39820', [])
('47656', ['southern_us'])
('123', ['mexican'])
('20164', [])
('32236', ['italian', 'greek'])
('3726', [])
('37125', ['italian'])
('3753', ['southern_us'])
('9266', ['indian'])
('45942', ['french'])
('2853', ['southern_us'])
('11083', ['mexican'])
('43500', [])
('9086', [])
('30560', ['mexican'])
('32129', ['italian'])
('1270', ['indian'])
('48663', [])
('46857', ['korean'])
('43267', ['greek'])
('45793', ['southern_us'])
('44083', ['chinese'])
('3886', ['french'])
('38186', ['italian'])
('42070', [])
('33813', ['indian'])
('10157', ['mexican'])
('21892', ['moroccan'])
('30516', ['chinese'])
('17456', [])
('1189', ['italian'])
('9976', ['moroccan'])
('42599', ['indian'])
('2243', ['indian'])
('1120', ['spanish'])
('10629', ['mexican'])
('36259', ['indian'])
('30877', ['southern_us'])
('22861', ['indian'])
('2419', ['chinese'])
('34728', [])
('21033', [])
('43570', [])
('48588', [])
('10767', ['japanese'])
('4481', [])
('27112', ['italian'])
('26414', ['italian'])
('17539', [])
('39280', ['southern_us'])
('6502', [])
('19812', ['french'])
('47946', ['italian'])
('20028', [])
('9006', ['greek'])
('33163', ['korean'])
('37020', ['indian'])
('30721', ['mexican'])
('12756', ['mexican'])
('38216', ['greek'])
('33063', ['mexican'])
('823', ['italian'])
('2721', ['british'])
('29676', ['indian'])
('24004', ['mexican'])
('38270', [])
('12193', ['mexican'])
('6404', ['british'])
('24053', ['japanese'])
('49221', ['french'])
('21866', ['russian'])
('30410', [])
('16454', ['mexican'])
('20010', ['italian'])
('34461', ['thai'])
('47776', ['greek'])
('19347', ['greek'])
('10709', ['mexican'])
('19523', ['chinese'])
('34527', ['mexican'])
('14640', [])
('20327', ['greek'])
('28294', ['italian'])
('46990', ['indian'])
('18710', ['moroccan'])
('25882', [])
('45199', [])
('10380', ['mexican'])
('13453', ['chinese'])
('33661', ['italian'])
('17918', ['southern_us', 'french'])
('39533', ['southern_us'])
('31720', [])
('42336', ['mexican'])
('27198', ['mexican'])
('6112', [])
('11309', [])
('27845', ['mexican'])
('13994', ['brazilian'])
('13526', [])
('8527', ['japanese'])
('34975', ['mexican'])
('24067', ['chinese'])
('23014', ['japanese'])
('4534', ['southern_us'])
('42030', ['italian'])
('2608', [])
('43879', ['mexican'])
('25850', ['southern_us'])
('38314', ['thai'])
('30026', ['italian'])
('17207', ['thai'])
('926', ['korean'])
('41702', ['thai'])
('27096', ['chinese'])
('34405', ['italian'])
('1045', [])
('16095', [])
('4102', ['italian'])
('45518', ['italian'])
('24741', ['italian'])
('42808', ['indian'])
('4641', [])
('36320', [])
('23456', [])
('44244', [])
('9200', ['southern_us'])
('35563', ['italian'])
('42223', ['mexican'])
('46483', ['italian'])
('39075', ['greek'])
('39864', ['southern_us'])
('5034', ['mexican'])
('16115', ['italian', 'french'])
('25777', ['mexican'])
('3321', ['indian'])
('18788', ['greek'])
('26859', ['italian'])
('47969', ['mexican'])
('27632', ['japanese'])
('11806', ['chinese'])
('35806', ['mexican'])
('49033', ['japanese'])
('43273', ['mexican'])
('38241', ['mexican'])
('11424', [])
('42791', [])
('35788', [])
('11477', ['french'])
('33155', [])
('13955', ['italian'])
('7100', ['italian'])
('4408', ['southern_us'])
('10744', ['mexican', 'southern_us'])
('26441', ['indian'])
('36218', ['mexican'])
('43910', ['french'])
('31678', ['chinese'])
('28718', ['french'])
('40996', ['italian'])
('25919', [])
('24615', ['italian'])
('22220', [])
('18867', [])
('41339', ['french'])
('19307', ['italian'])
('46684', ['italian'])
('48042', ['mexican'])
('23962', ['mexican'])
('29716', ['thai'])
('46381', ['mexican'])
('42651', ['mexican'])
('19072', ['mexican'])
('49032', ['japanese'])
('30405', [])
('9715', ['italian'])
('42546', ['japanese'])
('48878', ['japanese'])
('31994', ['filipino'])
('19331', ['italian'])
('32960', [])
('26094', ['italian'])
('49597', ['mexican'])
('39653', [])
('20785', [])
('1636', [])
('25018', ['chinese'])
('6394', ['chinese'])
('22402', [])
('43738', [])
('20392', [])
('48074', ['southern_us'])
('44462', ['mexican'])
('34113', ['chinese'])
('2092', [])
('19492', ['mexican'])
('31246', [])
('48988', ['irish'])
('21599', ['italian'])
('16960', [])
('11963', ['italian'])
('41749', [])
('33264', ['italian'])
('11379', [])
('37865', ['filipino'])
('30281', ['mexican'])
('38598', ['indian'])
('47358', ['mexican'])
('38946', [])
('19517', [])
('45916', ['french'])
('44192', ['indian'])
('24287', ['italian'])
('13165', [])
('47486', ['indian'])
('35869', ['thai'])
('15498', ['thai'])
('13579', ['italian'])
('38931', ['italian'])
('20449', ['japanese'])
('20517', ['italian'])
('25876', ['southern_us'])
('21017', ['mexican'])
('586', ['mexican'])
('7758', ['chinese'])
('15149', ['french'])
('35958', [])
('37563', [])
('45059', ['italian'])
('8863', ['mexican'])
('10967', ['korean'])
('8376', ['southern_us'])
('44405', [])
('42310', [])
('27174', [])
('11307', ['southern_us'])
('44202', ['italian'])
('26787', ['mexican'])
('22410', ['vietnamese'])
('24859', ['chinese'])
('18366', ['italian'])
('39345', ['southern_us'])
('12080', [])
('46842', [])
('32893', ['vietnamese'])
('1505', ['cajun_creole'])
('35283', ['italian'])
('30011', ['mexican'])
('16769', ['spanish'])
('39367', [])
('1664', [])
('431', ['vietnamese'])
('35525', ['mexican'])
('24892', ['southern_us'])
('12684', ['italian'])
('43947', [])
('16971', ['indian'])
('43115', ['italian'])
('14219', [])
('9764', [])
('38118', ['indian'])
('29257', ['italian'])
('44250', ['indian'])
('11103', ['indian'])
('45922', ['mexican'])
('16795', ['indian'])
('45258', ['thai'])
('5141', ['indian'])
('41769', ['italian'])
('28828', ['irish'])
('14861', ['french'])
('15904', ['jamaican'])
('16054', ['indian'])
('13422', ['greek'])
('27817', ['southern_us'])
('4700', ['mexican'])
('37143', ['british'])
('24503', [])
('21749', ['italian'])
('5560', ['indian', 'moroccan'])
('35987', ['mexican'])
('27388', ['italian'])
('732', ['thai'])
('46566', ['italian'])
('2492', ['chinese'])
('45496', ['mexican'])
('46428', ['mexican'])
('24373', ['greek'])
('27396', ['spanish'])
('32182', ['italian'])
('37930', ['greek'])
('48240', ['mexican'])
('13258', [])
('32585', ['korean'])
('41501', [])
('23270', ['mexican'])
('30742', ['indian'])
('11434', ['southern_us'])
('12852', [])
('795', ['french', 'irish'])
('49475', ['chinese'])
('36577', ['mexican'])
('34944', [])
('32315', ['italian'])
('10562', [])
('39956', ['spanish'])
('29029', ['moroccan'])
('12744', ['indian'])
('45653', ['italian'])
('425', ['southern_us', 'cajun_creole'])
('19062', [])
('42075', ['mexican'])
('8599', ['british'])
('31705', [])
('43488', ['italian'])
('41356', ['italian'])
('34723', ['southern_us'])
('35214', ['chinese'])
('5234', ['french'])
('45488', ['italian'])
('47660', ['cajun_creole'])
('45999', [])
('344', ['mexican'])
('44418', ['chinese'])
('47952', ['italian'])
('30456', ['spanish'])
('48277', ['southern_us'])
('9970', ['mexican'])
('15707', ['italian'])
('30008', ['mexican'])
('25391', ['mexican'])
('40788', [])
('24116', ['indian'])
('23825', ['greek'])
('49081', ['filipino'])
('9143', ['cajun_creole'])
('46165', ['japanese'])
('24613', ['indian'])
('31998', ['italian'])
('18874', [])
('25559', ['french', 'british'])
('32421', ['southern_us'])
('9550', ['moroccan'])
('34852', ['italian'])
('8059', [])
('48900', [])
('23394', [])
('40951', [])
('10181', ['mexican'])
('28979', ['thai'])
('48707', ['japanese'])
('25941', ['filipino'])
('24681', ['british'])
('27268', ['italian'])
('4485', ['mexican'])
('17912', ['cajun_creole'])
('27066', ['mexican'])
('39787', ['southern_us'])
('8956', ['italian'])
('9623', ['vietnamese'])
('17604', [])
('1721', ['cajun_creole'])
('17942', ['mexican'])
('41741', ['japanese'])
('5264', ['indian'])
('40492', ['mexican'])
('28532', [])
('31643', ['mexican'])
('19583', ['indian'])
('939', ['korean'])
('35787', ['italian', 'french'])
('45254', ['indian'])
('25690', [])
('38625', ['southern_us'])
('28630', ['cajun_creole'])
('48540', ['moroccan'])
('3070', [])
('14122', ['greek'])
('6077', ['spanish'])
('2090', [])
('41406', ['southern_us'])
('30802', ['italian'])
('6792', ['cajun_creole'])
('32146', [])
('18761', [])
('13409', ['korean'])
('13', ['southern_us'])
('767', [])
('38188', ['mexican'])
('21783', [])
('31784', [])
('7034', ['italian'])
('11613', ['mexican'])
('3461', [])
('35110', ['mexican'])
('3096', ['italian'])
('15127', ['jamaican'])
('34033', ['southern_us'])
('32522', ['french'])
('16344', ['mexican'])
('29537', ['chinese'])
('21312', ['italian'])
('36873', ['italian'])
('40672', ['chinese'])
('16171', ['moroccan'])
('22385', ['italian'])
('14860', [])
('12151', ['french'])
('24328', ['korean'])
('5252', ['italian'])
('48885', [])
('8924', ['italian'])
('35954', [])
('34637', ['italian'])
('39560', ['italian'])
('22169', ['italian'])
('4272', ['cajun_creole'])
('25696', [])
('31545', [])
('45294', ['moroccan'])
('538', ['mexican'])
('32124', ['french'])
('9035', [])
('32025', ['mexican'])
('20571', ['italian'])
('47701', [])
('21720', ['indian'])
('25987', ['indian'])
('9900', ['italian'])
('8351', ['mexican'])
('19893', ['italian'])
('35057', [])
('37277', ['chinese'])
('35830', ['mexican'])
('10505', ['chinese'])
('42471', ['japanese'])
('6895', [])
('46155', ['cajun_creole'])
('49028', ['mexican'])
('21477', ['mexican'])
('11767', ['mexican'])
('23382', ['italian'])
('21229', ['mexican', 'spanish'])
('31525', ['italian'])
('30089', ['indian'])
('10326', ['thai'])
('47046', ['italian'])
('27201', ['chinese'])
('44078', ['thai'])
('5285', ['indian'])
('5155', ['filipino'])
('2224', ['southern_us'])
('19136', [])
('48191', ['thai'])
('4823', [])
('25701', [])
('8751', ['french'])
('26237', ['italian'])
('48051', ['mexican'])
('43377', ['cajun_creole'])
('2669', ['italian'])
('47805', ['french'])
('326', ['vietnamese'])
('17745', ['mexican'])
('8147', ['korean'])
('10206', ['indian'])
('21960', ['jamaican'])
('48126', [])
('35246', ['mexican'])
('130', ['thai'])
('6176', [])
('47466', ['southern_us'])
('29622', ['mexican'])
('15908', ['vietnamese'])
('10848', ['italian'])
('11173', ['indian'])
('44579', ['southern_us'])
('1576', ['southern_us'])
('35394', ['japanese'])
('49491', ['chinese'])
('18484', [])
('21793', ['mexican'])
('34596', ['indian'])
('3847', ['italian'])
('7837', ['thai', 'vietnamese'])
('1868', [])
('21975', ['russian'])
('17496', ['southern_us'])
('5148', ['korean'])
('20433', [])
('21552', ['italian'])
('4253', [])
('40080', ['southern_us'])
('24368', ['mexican'])
('42898', [])
('43069', [])
('28933', ['cajun_creole'])
('4410', ['mexican'])
('46412', ['japanese'])
('47709', ['mexican'])
('8702', ['indian'])
('5137', [])
('10457', [])
('6675', ['italian'])
('49275', [])
('32617', ['indian'])
('29639', ['southern_us'])
('3470', [])
('37013', ['indian'])
('14437', [])
('6981', [])
('44367', ['mexican'])
('48121', ['vietnamese'])
('40034', ['southern_us'])
('23423', ['mexican'])
('49339', ['mexican'])
('20210', [])
('42680', [])
('38395', [])
('9156', [])
('32670', ['indian'])
('5489', ['chinese'])
('27494', [])
('10631', ['indian'])
('36201', ['french'])
('37308', ['spanish'])
('23271', ['french'])
('47079', ['mexican', 'filipino'])
('25281', ['thai'])
('6451', ['chinese'])
('26122', ['southern_us'])
('44689', ['french'])
('18186', [])
('8157', ['vietnamese'])
('35960', ['southern_us'])
('23021', ['chinese', 'thai'])
('31085', ['chinese'])
('46057', [])
('23127', ['mexican'])
('1429', ['filipino'])
('34348', [])
('12403', ['french'])
('10650', ['greek'])
('46936', ['thai'])
('23038', ['italian'])
('27633', [])
('226', [])
('35698', [])
('6514', [])
('20315', ['mexican'])
('35601', [])
('4052', ['italian'])
('17836', ['italian'])
('41550', ['mexican'])
('34698', ['mexican'])
('47414', ['mexican'])
('47113', ['italian'])
('3830', ['mexican'])
('25975', ['italian'])
('37891', ['spanish'])
('9349', ['japanese'])
('49201', ['korean'])
('23757', ['japanese'])
('12787', ['mexican'])
('14453', [])
('35840', ['italian'])
('31245', ['chinese'])
('18882', [])
('43137', ['southern_us'])
('10852', ['southern_us'])
('45937', ['russian'])
('11106', ['chinese'])
('39779', [])
('44534', ['southern_us'])
('44365', [])
('15211', ['moroccan'])
('47771', ['italian'])
('12765', ['japanese'])
('2940', ['french'])
('36339', ['southern_us'])
('10021', [])
('23098', ['cajun_creole'])
('20402', ['italian'])
('28463', ['italian'])
('7205', ['italian'])
('44779', ['mexican'])
('22681', ['indian'])
('40043', ['italian'])
('25094', ['filipino'])
('22382', [])
('40795', [])
('29332', [])
('11112', ['mexican'])
('26570', ['indian'])
('38568', ['southern_us'])
('28426', ['mexican'])
('1932', ['spanish'])
('11328', ['cajun_creole'])
('4322', ['moroccan'])
('21666', ['italian'])
('33856', [])
('28148', ['italian'])
('9001', ['southern_us'])
('29577', [])
('22053', ['indian'])
('27214', ['french'])
('35753', ['italian'])
('35402', ['italian'])
('27221', ['italian'])
('18472', [])
('9232', ['italian'])
('37751', ['southern_us'])
('20701', ['italian'])
('7', ['indian'])
('18628', ['greek'])
('8011', [])
('40648', ['french'])
('15925', ['japanese'])
('2237', ['mexican'])
('18362', ['korean'])
('27560', ['korean'])
('40599', ['indian'])
('25767', ['mexican'])
('29154', ['southern_us'])
('31964', ['british'])
('11809', ['italian'])
('28419', [])
('5556', ['italian'])
('42686', [])
('7445', ['japanese'])
('35894', ['mexican'])
('32749', ['italian'])
('25138', [])
('23833', [])
('36822', ['indian'])
('10282', ['mexican'])
('7622', ['southern_us'])
('31549', ['thai'])
('7632', ['moroccan'])
('25084', ['chinese'])
('29476', ['greek'])
('3755', ['mexican'])
('29443', ['southern_us'])
('164', [])
('34606', ['mexican'])
('18986', ['mexican'])
('1900', ['mexican'])
('24343', [])
('27418', ['japanese'])
('14100', ['japanese'])
('18232', ['indian'])
('22506', ['thai'])
('39093', ['indian'])
('13256', ['thai'])
('15811', ['southern_us'])
('12715', ['southern_us'])
('34900', ['southern_us'])
('21709', ['indian'])
('36969', ['thai'])
('11342', ['chinese'])
('41448', ['italian'])
('26203', ['indian'])
('7062', ['southern_us'])
('27684', ['mexican'])
('1324', ['french'])
('31376', ['italian'])
('44473', ['greek'])
('13631', [])
('11899', ['mexican'])
('908', ['indian'])
('5339', ['southern_us'])
('26266', [])
('20964', ['british'])
('34994', ['filipino'])
('10961', ['japanese'])
('32970', [])
('46065', [])
('9367', ['southern_us'])
('37423', ['italian'])
('44217', [])
('16071', [])
('25684', ['southern_us'])
('18210', ['indian'])
('9116', ['vietnamese'])
('15521', ['japanese'])
('47643', ['chinese'])
('8230', ['british'])
('37152', ['spanish'])
('20931', [])
('24605', [])
('21750', ['italian'])
('33064', ['mexican'])
('11400', ['greek'])
('28626', [])
('32514', ['indian'])
('46556', ['mexican'])
('13557', ['indian'])
('36040', ['italian'])
('6543', ['italian'])
('41226', ['italian'])
('17487', ['cajun_creole'])
('31783', ['thai'])
('44659', ['indian', 'moroccan'])
('47745', ['southern_us'])
('24329', [])
('20270', ['russian'])
('29343', ['british'])
('38293', [])
('8888', ['italian', 'southern_us'])
('35468', ['french'])
('15230', [])
('5975', ['cajun_creole'])
('1939', ['mexican'])
('29559', ['thai'])
('10421', [])
('12661', ['southern_us'])
('35893', ['southern_us'])
('28318', ['irish'])
('36009', [])
('40670', [])
('9455', [])
('16011', ['irish'])
('19909', ['italian'])
('48530', ['italian'])
('36195', ['japanese'])
('40689', [])
('10118', ['japanese'])
('35321', ['chinese'])
('13629', [])
('46569', ['french'])
('38339', ['japanese'])
('41484', ['greek'])
('40846', ['italian'])
('46275', ['italian'])
('6576', ['chinese'])
('33346', ['southern_us'])
('42029', [])
('44149', [])
('19620', ['indian'])
('36198', ['vietnamese'])
('13845', ['southern_us'])
('27025', ['mexican'])
('10002', [])
('40432', ['indian'])
('36937', ['thai'])
('28470', ['southern_us'])
('3619', [])
('35141', [])
('46242', [])
('20480', ['italian'])
('47277', ['thai'])
('24136', [])
('17070', ['french'])
('24566', [])
('36340', [])
('25028', ['italian'])
('16207', ['mexican'])
('9438', [])
('30832', [])
('32089', ['chinese'])
('12989', ['indian'])
('19787', ['cajun_creole'])
('39419', [])
('27365', [])
('5891', ['italian'])
('42494', ['italian'])
('9117', ['russian'])
('20464', ['chinese'])
('42228', ['indian'])
('7153', [])
('12311', [])
('41894', ['moroccan'])
('39121', [])
('29740', ['indian'])
('16893', ['italian'])
('31683', [])
('29752', ['cajun_creole'])
('4188', [])
('19950', ['southern_us'])
('20541', [])
('27068', ['mexican'])
('39710', [])
('31862', ['thai'])
('404', ['italian'])
('26066', ['italian'])
('21879', ['mexican'])
('39775', ['indian'])
('26095', ['thai', 'vietnamese'])
('34501', ['italian'])
('31388', [])
('18163', [])
('22820', ['southern_us'])
('20015', ['mexican'])
('38117', [])
('20904', ['british'])
('5516', ['southern_us'])
('14452', ['mexican'])
('45559', ['mexican'])
('33418', ['mexican'])
('9624', ['mexican'])
('48848', [])
('28383', ['jamaican'])
('49120', [])
('20159', [])
('23006', ['italian', 'french'])
('43675', ['french'])
('39819', ['italian'])
('45146', ['greek'])
('18282', ['korean'])
('26715', ['japanese'])
('7368', ['mexican'])
('8362', ['thai'])
('15415', ['thai'])
('15163', ['french'])
('16521', ['filipino'])
('5049', ['cajun_creole'])
('22857', [])
('606', ['korean'])
('10974', ['french'])
('14541', ['japanese'])
('26620', ['mexican'])
('26558', ['southern_us'])
('29047', ['mexican'])
('5326', ['mexican'])
('38992', ['italian'])
('26391', ['italian'])
('27428', ['italian'])
('9134', ['indian'])
('23045', ['italian'])
('45809', ['mexican'])
('41012', ['mexican'])
('4032', ['mexican'])
('46362', ['mexican'])
('1169', ['indian'])
('12570', [])
('47071', ['french'])
('26420', ['spanish'])
('8046', ['mexican'])
('716', ['mexican'])
('5774', ['mexican'])
('49610', [])
('26732', ['mexican'])
('11318', ['moroccan'])
('14120', [])
('8668', [])
('45509', ['indian'])
('47060', ['irish'])
('35961', ['italian'])
('18898', [])
('18734', ['mexican'])
('23778', ['british'])
('40983', ['cajun_creole'])
('37412', [])
('47140', ['mexican'])
('24708', ['filipino'])
('22221', [])
('14689', ['indian'])
('42420', ['southern_us'])
('12867', ['italian', 'french'])
('39591', ['italian'])
('15249', [])
('41676', ['french'])
('3282', [])
('15325', ['chinese'])
('762', ['chinese'])
('40041', [])
('36968', ['mexican'])
('24173', ['southern_us'])
('25496', ['thai'])
('26997', ['indian'])
('13053', [])
('31954', [])
('36635', ['mexican'])
('17679', ['cajun_creole'])
('49671', ['mexican'])
('34498', ['mexican', 'irish'])
('19781', ['southern_us'])
('31108', [])
('45459', ['italian'])
('35888', ['indian'])
('34597', ['thai'])
('35874', ['cajun_creole'])
('44506', ['mexican'])
('466', [])
('40246', ['mexican'])
('12420', ['mexican'])
('29934', [])
('35200', ['cajun_creole'])
('45464', ['italian'])
('25321', [])
('29323', ['southern_us'])
('15015', ['indian'])
('16900', ['italian'])
('46986', ['italian'])
('47528', ['mexican'])
('45938', ['mexican'])
('10068', ['french'])
('13013', ['mexican'])
('38609', [])
('30306', ['cajun_creole'])
('480', [])
('7503', ['mexican'])
('9863', ['italian'])
('36496', ['indian'])
('28065', [])
('37610', ['greek'])
('12891', ['italian'])
('411', ['southern_us'])
('1370', ['italian'])
('38862', [])
('33378', ['italian'])
('16990', ['italian'])
('13971', [])
('28544', ['greek'])
('27030', ['mexican'])
('5920', [])
('49514', [])
('39858', ['chinese'])
('38795', ['thai'])
('45365', ['italian'])
('44718', ['southern_us'])
('45075', ['italian'])
('30384', [])
('37762', ['italian'])
('48538', ['indian'])
('31228', ['mexican'])
('5037', ['british'])
('18836', ['cajun_creole'])
('5345', [])
('5736', [])
('3729', ['italian', 'french'])
('1656', ['southern_us'])
('24508', ['thai'])
('33377', [])
('41864', ['italian', 'french'])
('16775', ['thai'])
('32307', ['french'])
('47007', ['mexican'])
('49694', [])
('45452', ['japanese'])
('34951', ['french'])
('29727', ['italian'])
('36715', ['indian'])
('2684', ['greek'])
('35932', ['italian'])
('19935', ['italian'])
('22935', ['italian'])
('7256', ['southern_us'])
('18195', [])
('34763', ['italian'])
('33015', ['mexican'])
('39694', ['filipino'])
('25673', [])
('31965', ['italian'])
('23975', ['filipino'])
('42823', ['italian'])
('28746', ['french'])
('27356', ['mexican'])
('4430', ['southern_us'])
('36059', ['mexican'])
('34214', ['italian'])
('11563', [])
('34667', ['southern_us'])
('13050', ['italian'])
('7761', ['thai'])
('21195', ['moroccan'])
('2774', ['indian'])
('11618', ['mexican'])
('2334', ['korean'])
('49507', ['french'])
('4838', ['italian'])
('36462', ['indian'])
('20587', ['mexican'])
('43337', [])
('9731', ['moroccan'])
('43503', ['southern_us'])
('30628', ['cajun_creole'])
('9848', ['mexican'])
('38253', [])
('24668', ['italian'])
('16672', ['southern_us'])
('4673', [])
('27343', ['chinese'])
('48613', ['chinese'])
('13966', ['indian'])
('46823', [])
('43407', ['moroccan'])
('23893', ['greek'])
('15025', [])
('15399', ['thai'])
('14162', [])
('28575', ['thai'])
('6633', ['indian'])
('26042', ['french'])
('18872', ['thai', 'vietnamese'])
('24037', ['italian'])
('47162', [])
('32100', ['greek'])
('9437', ['italian'])
('26103', ['mexican'])
('31090', [])
('8444', ['chinese'])
('16895', [])
('39723', ['chinese'])
('4085', ['moroccan'])
('13153', ['japanese'])
('45901', ['chinese'])
('21646', ['mexican'])
('49387', ['mexican'])
('11464', [])
('2452', ['greek'])
('3067', [])
('22140', ['mexican'])
('8979', [])
('21994', ['italian'])
('2999', ['southern_us'])
('38137', ['indian'])
('27932', ['japanese'])
('4643', [])
('13720', [])
('7349', [])
('42940', [])
('948', ['italian'])
('2567', ['chinese'])
('4562', [])
('4966', ['mexican'])
('20560', ['mexican'])
('20999', ['cajun_creole'])
('4550', [])
('2991', [])
('43018', ['indian'])
('42204', ['vietnamese'])
('7889', ['cajun_creole'])
('37800', ['indian'])
('30621', ['southern_us'])
